Carbon_fibre,Glass_fibre,lf,Vc,SmAvg,G,GiicmAvg,Initial_stiffness,Ultimate_strain,Pseudo_ductile_strain,Ultimate_strength,Yield_strength
C124,C124,11582.07004,1,65.07889209,1402.877842,0.7626463,122313.5841,1.6,0.132582838,1794.850525,1730.486307
C124,C124,10780.81488,1,70.05007545,1377.381739,0.855431001,122458.1561,1.58,0.122806625,1784.452137,1734.123718
C124,C124,9930.426576,1,98.83007733,1447.529484,0.767039238,122439.3733,1.4,0.060585479,1639.970745,1639.970745
C124,C124,11720.63127,1,63.80143795,1080.755248,0.722102481,122434.5335,1.58,0.129070831,1776.438358,1708.497821
C124,C124,11781.6522,1,55.98379434,1657.705009,0.8481095,122524.8289,1.6,0.143257001,1784.871866,1666.307261
C124,C124,11822.62694,1,52.98460993,1578.928715,0.918996324,122573.0755,1.68,0.184057863,1833.622285,1661.032824
C124,C124,11708.48321,1,68.55786215,1437.381644,0.85672209,122423.6379,1.62,0.134474434,1818.634439,1737.580719
C124,C124,11715.31658,1,52.41130679,1078.431782,0.953952685,122258.5377,1.7,0.189810729,1846.335319,1657.018957
C124,C124,8559.081871,1,57.45915693,1430.370153,0.886459092,122115.1776,1.5,0.119042198,1686.359073,1611.542437
C124,C124,10302.62785,1,40.92176845,1161.814721,0.911311896,122245.711,1.78,0.264698474,1852.391123,1466.581553
C124,C124,11732.88955,1,46.58118141,1605.547243,0.948826137,122610.1208,1.7,0.209938869,1826.965752,1592.485167
C124,C124,9784.983604,1,53.51159159,1285.602407,0.953414827,122379.8472,1.58,0.142345972,1759.398803,1614.681312
C124,C124,8902.907563,1,46.21194679,1094.755471,0.831001102,122194.9652,1.56,0.15931539,1711.566072,1512.111206
C124,C124,11635.68434,1,67.67483314,1297.366748,0.71933616,122227.053,1.56,0.116417917,1764.447838,1711.161906
C124,C124,11785.98688,1,56.16454321,1421.460362,0.870151445,122541.104,1.56,0.133238039,1748.369859,1660.727965
C124,C124,11589.80894,1,65.07084569,1734.175458,0.964945308,122488.9341,1.64,0.146638804,1829.20221,1713.302233
C124,C124,11175.38638,1,82.94320135,1344.076677,0.858226567,122444.1028,1.52,0.09406669,1745.971248,1745.971248
C124,C124,11748.73485,1,53.84251877,1324.771401,0.877812902,122561.485,1.54,0.130179099,1727.897432,1661.01603
C124,C124,11552.17288,1,51.88643729,1654.062358,0.954942627,122459.0882,1.7,0.190544081,1848.465955,1640.224655
C124,C124,11402.32697,1,58.05242561,1587.737619,0.88612967,122606.2734,1.62,0.150694249,1801.461025,1686.256464
C124,C124,11751.67926,1,47.7516502,1055.154215,0.933204708,122335.2039,1.7,0.198499174,1836.864096,1637.190162
C124,T300,11727.38423,0.99346181,85.21586648,1593.251996,0.912458266,122433.9167,1.58,0.11534526,1793.234164,1759.95798
C124,C124,11286.54877,1,61.51573757,1296.663506,0.735018252,122359.2203,1.56,0.122620723,1758.766076,1688.535244
C124,C124,11099.06804,1,45.54733153,1660.821487,0.704124366,122564.5609,1.6,0.16958999,1753.175748,1565.271617
C124,C124,11290.4292,1,62.91969379,1414.490209,0.911121624,122626.2694,1.62,0.139810454,1815.101219,1712.229665
C124,C124,11313.38886,1,78.71517393,1535.259972,0.928804804,122443.1763,1.52,0.100762012,1737.760072,1737.760072
C124,C124,11306.05106,1,51.78808311,1336.928438,0.799978509,122288.8502,1.7,0.188088663,1848.898989,1637.381108
P120J,C124,11754.40516,0.312061586,51.73020414,1265.783469,0.840128684,212298.8763,1.78,1.097666209,1448.586971,523.3279522
P120J,C124,10830.39976,0.302944431,53.744281,1187.867638,0.747723165,208900.7087,1.68,0.984092528,1453.75564,527.2722814
C124,C124,10990.46156,1,59.5885053,1492.407858,0.868504648,122456.6252,1.6,0.139888486,1788.003284,1686.230039
C124,C124,11387.00476,1,54.90527682,1459.981858,0.993792707,122502.7616,1.7,0.189353371,1850.583839,1640.382812
C124,C124,11883.65157,1,51.89667689,1347.968098,0.858715737,122339.7498,1.64,0.162515228,1807.551174,1660.784013
P120J,C124,11714.31355,0.253147869,43.11053059,1273.098958,0.783436452,195038.0901,1.82,1.035174878,1530.707929,520.7021701
P120J,C124,11683.66966,0.315529593,46.46154562,1397.829091,0.978239806,213578.9859,1.84,1.161266558,1449.632003,523.7236417
P120J,C124,11446.95312,0.32283049,70.3042678,1081.030062,0.946327129,214997.8317,1.76,1.083959917,1453.471521,530.7156853
P120J,C124,9364.082371,0.357422244,43.1263694,1166.839119,0.734827667,224323.5771,1.86,1.245887634,1377.598828,551.1877473
P120J,C124,9957.465317,0.340244522,50.27944658,1770.384963,0.954130147,220618.7911,1.72,1.079802701,1412.395542,537.7338831
T800H,C124,4717.681839,0.085343081,67.48736661,1543.966337,0.63419932,125094.5496,1.06,0.078954424,1227.234545,1227.234545
P120J,C124,10922.83152,0.310510521,41.38248322,1713.339876,0.666094298,211625.9385,1.76,1.087522341,1423.137156,529.0657597
C124,C124,11774.95178,1,86.96129831,1685.46875,0.721166682,122762.5041,1.58,0.111052059,1803.317276,1787.513221
P120J,C124,11372.93736,0.346484492,44.23466908,1064.591466,0.751333707,221480.2357,1.78,1.155826332,1382.421311,517.6573207
C124,C124,9056.751544,1,58.40629597,1679.167917,0.82538592,122293.4131,1.4,0.092289953,1599.24325,1599.24325
C124,C124,10857.838,1,67.60828437,1239.250841,0.889797509,122496.3245,1.5,0.098178285,1717.180077,1717.180077
C124,C124,8850.258299,1,43.09442146,1438.385423,0.865653951,122278.3934,1.64,0.199766574,1761.094295,1462.837084
T800H,C124,5852.783185,0.085947212,69.53357167,1430.20277,0.86801154,125669.8967,1.22,0.105783323,1400.234947,1381.929793
C124,C124,9486.879036,1,83.3018221,1741.135966,0.857298457,122490.4002,1.42,0.071280969,1652.051339,1652.051339
T800H,C124,1194.490765,0.246963644,54.16285432,1446.082778,0.821148973,126341.2145,1.36,0.350733378,1275.119708,877.691705
C124,C124,6612.865607,1,86.98348282,1251.352363,0.838899464,121658.158,1.26,0.05755608,1462.871124,1462.871124
XN-90,C124,8431.028483,0.259144558,50.90828754,1235.053968,0.908026812,201016.7321,1.56,0.844123072,1439.032407,558.3917504
C124,C124,11128.59026,1,70.72983825,1662.973489,0.745075748,122504.0847,1.54,0.10853542,1753.602581,1735.726699
T800H,C124,5535.985146,0.134438163,65.9588762,1402.315891,0.607396614,127609.4406,1.08,0.091088626,1261.944272,1261.944272
T800H,C124,1813.649069,0.249997528,47.29665976,1337.210993,0.684095058,128894.7123,1.36,0.354704555,1295.772672,927.957225
C124,C124,11653.14038,1,44.52824763,1178.025249,0.828072051,122392.4783,1.7,0.20503539,1829.724235,1588.185575
C124,C124,11517.75378,1,45.04703826,1218.432654,0.833985651,122457.0634,1.6,0.164031029,1758.445434,1588.204504
C124,C124,11963.16202,1,62.06414081,1240.012865,0.746368203,122472.7123,1.58,0.132795196,1772.430976,1685.986229
C124,C124,11998.47255,1,60.888168,1238.657816,0.656182511,122505.3765,1.64,0.1558741,1818.134022,1685.611018
C124,C124,10818.48871,1,76.15446586,1098.229714,0.757023425,122279.7277,1.48,0.088706807,1701.269527,1701.269527
T800H,C124,4373.011953,0.192780418,79.28425688,1026.618362,0.883754615,129220.6637,1.02,0.072248478,1224.690807,1224.690807
C124,C124,8485.708487,1,98.4754469,1268.937467,0.718757994,122203.6313,1.36,0.055543982,1594.092622,1594.092622
C124,C124,10916.02286,1,60.70406541,1712.702966,0.866056602,122622.1737,1.52,0.115411737,1722.336659,1687.471649
XN-90,C100,10272.92256,0.17912885,83.37612437,1172.001314,0.976057359,105525.1276,3.14,2.204278375,987.4214382,265.2979628
T800H,C124,5137.67115,0.05190331,56.23077836,1109.819332,0.934803765,123652.985,1.32,0.146181402,1451.461735,1306.184968
K13D,C100,11647.19449,0.188584313,53.91109075,1279.043682,0.742371641,108189.8261,3.26,2.379837975,952.2457646,225.5892878
C124,C124,6015.552278,1,58.39632039,1383.524419,0.813873138,121778.8826,1.32,0.115277795,1467.097239,1409.468414
C124,C124,11520.65787,1,49.59673872,1382.584518,0.83815528,122437.0427,1.58,0.152582373,1747.687929,1611.864943
T800H,C124,5417.924059,0.129262824,69.14864892,1304.756502,0.744738538,127268.3138,1.2,0.113734912,1382.471261,1347.703858
C124,C124,10405.26691,1,47.33081436,1142.322103,0.783118434,122388.4982,1.54,0.142391701,1710.511807,1566.175228
T800H,C124,3419.029125,0.292504278,95.90797514,1539.79064,0.755809378,133185.3581,0.92,0.053266072,1154.362686,1154.362686
C124,C124,10821.34286,1,84.38466049,1061.215747,0.698458335,122220.7619,1.42,0.064129652,1657.15507,1657.15507
T800H,C124,7292.877322,0.101685095,44.63473287,1538.91115,0.932421757,126678.9484,1.4,0.204947688,1513.879703,1286.825778
XN-90,C124,9123.606688,0.19979872,93.82552464,1510.217664,0.90512966,182942.3267,1.32,0.563961127,1383.115105,546.8627447
C124,C124,6831.204532,1,46.43880401,1498.032509,0.812165179,121982.4388,1.44,0.152409397,1570.634419,1362.420455
T800H,C124,5531.177496,0.070546427,77.65691181,1009.548473,0.893717087,124496.5493,1.2,0.085511556,1387.499655,1387.499655
C124,C124,7384.207143,1,61.50424102,1022.124074,0.933134848,121959.1921,1.36,0.091529296,1547.016623,1547.016623
XN-90,C100,10260.11122,0.228573779,92.41003174,1756.31798,0.833289933,115987.9807,3.38,2.537048899,977.721961,289.9800974
K13D,C100,10520.23738,0.204702956,53.4656213,1096.858066,0.803654047,117727.5687,3.36,2.551290714,952.0737797,243.4796013
C124,C124,11893.24948,1,97.13616301,1162.45877,0.709832466,122451.0309,1.52,0.082542004,1760.182135,1760.182135
T800H,C124,6317.887617,0.119204552,45.78379722,1220.642389,0.78076064,127138.3276,1.32,0.189067906,1437.848151,1241.912021
K13D,C100,7737.948296,0.499333577,43.01200692,1262.128042,0.739542875,234034.291,3.16,2.866824255,686.1317758,373.3644378
K13D,C100,11340.90795,0.195804749,46.94009554,1440.47726,0.78836476,107634.8176,3.24,2.369234366,937.2470018,239.6798219
C124,C124,8688.623506,1,84.86508054,1391.844262,0.983645854,122118.4668,1.44,0.073767303,1668.422422,1668.422422
K13D,C100,11504.80428,0.169369097,63.85795151,1261.214347,0.958865187,102730.9788,3.26,2.315813425,969.9721103,221.4862734
K13D,C100,10049.4381,0.264686087,46.96080736,1072.155175,0.702494768,141078.3863,3.3,2.670138001,888.5991443,267.1058157
XN-90,C100,10127.96563,0.18612037,47.11500961,1701.254736,0.982844307,103706.8395,3.34,2.392581444,982.5378416,269.3240769
C124,C124,6899.665776,1,87.09431836,1367.543573,0.94241567,121794.5454,1.32,0.063827003,1529.950192,1529.950192
C124,C124,11904.48996,1,44.79477146,1175.137325,0.856029859,122490.4516,1.7,0.206908584,1828.894417,1590.874251
K13D,C100,11802.10759,0.175548841,61.36547538,1597.071487,0.979690174,92262.07295,3.3,2.253213997,965.7864655,221.218151
XN-90,C100,10271.28955,0.196146505,62.08985985,1537.90224,0.776925288,110443.0774,3.12,2.242454701,969.188033,276.6541161
K13D,C100,11774.36334,0.19656935,62.32218193,1462.571878,0.67188168,104007.2788,3.28,2.372141379,944.2390478,233.9123961
C124,C124,10788.25936,1,71.29812506,1622.999924,0.711825915,122417.6575,1.42,0.076573241,1644.591568,1644.591568
C124,C124,6438.272718,1,68.34790611,1055.561343,0.814810377,121613.8125,1.22,0.069070994,1399.688643,1399.688643
T800H,C124,4029.223274,0.00286742,73.76019968,1159.41648,0.963065008,120934.3488,1.2,0.095698638,1335.479661,1335.479661
XN-90,C100,11015.80807,0.226076223,95.52475162,1532.212973,0.794221833,114636.2329,3.28,2.440201474,962.7133946,285.7673167
T800H,C124,5514.968277,0.004462692,87.0249631,1286.157305,0.857645325,121841.4138,1.12,0.053975707,1298.859069,1298.859069
C124,C124,11229.93013,1,53.54011731,1397.270054,0.849450239,122488.619,1.76,0.210261108,1898.253767,1662.757532
C124,C124,5175.625731,1,53.27809183,1406.579935,0.939946107,121537.076,1.28,0.122337063,1406.989683,1311.215324
K13D,C100,11726.89944,0.199108161,46.94734168,1671.539529,0.66043519,97916.00591,3.36,2.405034396,935.0641769,241.55143
K13D,C100,10977.69722,0.204221429,45.99283328,1086.092891,0.895208489,117438.6878,3.3,2.499627609,939.946834,243.0943059
T800H,C124,4760.155386,0.045979592,42.59820038,1421.789603,0.616286908,123626.483,1.32,0.199695404,1384.993172,1106.804702
K13D,C100,10897.5734,0.224573425,56.2263649,1670.547006,0.727085444,114573.0307,3.22,2.420117459,916.4496693,244.6817714
K13D,C100,11200.40932,0.327716823,64.33614571,1181.723039,0.879315146,167103.6635,3.44,2.934526173,844.6652826,286.173061
K13D,C100,10623.09496,0.216126311,49.80855895,1289.230778,0.792995398,122917.0643,3.36,2.5958495,939.2713613,241.6001156
K13D,C100,6426.869703,0.497217663,72.51655974,1539.378304,0.682741608,231719.5054,3.42,3.103507477,733.3749081,393.8423341
K13D,C100,9099.170817,0.398794127,50.23570434,1393.979798,0.698167463,195403.2661,3.38,2.975524587,790.358167,321.862302
K13D,C100,10840.5376,0.236153316,77.17827814,1238.357729,0.927700144,130796.8415,3.24,2.534826268,922.3449683,251.9319558
XN-90,C100,10209.0464,0.225566395,55.50404095,1386.239864,0.644809112,123770.0879,3.2,2.439238704,941.5949244,289.3094498
K13D,C100,3672.443354,0.555391807,46.04151649,1466.304815,0.843437643,242548.0421,3.68,3.424091355,620.7014083,447.1379631
C124,C124,11949.25541,1,94.20767908,1487.689328,0.676337761,122485.5487,1.54,0.093059217,1772.293357,1772.293357
C124,C124,11933.53976,1,47.88635465,1129.703732,0.933039374,122348.3227,1.74,0.221467608,1857.898911,1613.680923
C124,C124,11962.15713,1,46.44189857,1042.842389,0.837057711,122540.5525,1.68,0.19798274,1816.072139,1588.166913
C124,C124,11241.80142,1,77.59776615,1142.149237,0.87805093,122465.052,1.62,0.126311712,1829.246139,1781.21787
C124,C124,8695.746468,1,75.16541727,1676.342547,0.922631105,122248.5559,1.44,0.086484059,1654.653691,1654.653691
K13D,C100,9021.592011,0.284961096,43.86863816,1400.11685,0.828012987,149244.4226,3.5,2.905240291,887.6456936,282.8889884
XN-90,C100,10062.15244,0.280374393,71.60506255,1277.821216,0.657067653,144663.7631,3.38,2.743622131,920.6081728,317.2377847
K13D,C100,9056.299363,0.292780561,52.60330155,1358.903565,0.83038198,152242.791,3.52,2.936990981,887.5892016,282.259049
K13D,C100,5488.423071,0.537688628,52.110314,1341.344071,0.85970158,244400.3425,3.62,3.340330637,683.5128818,422.9587802
K13D,C100,8440.360605,0.363899746,88.76280814,1440.353554,0.891412973,180201.248,3.32,2.845343213,855.3374536,319.7282237
K13D,C100,6988.621883,0.409232488,46.50391904,1439.803122,0.849421686,196178.4211,3.6,3.192396757,799.6296056,342.5927364
K13D,C100,9152.852752,0.368237558,61.6446196,1712.722194,0.690197043,183168.1251,3.34,2.888112274,827.7142746,316.9013763
K13D,C100,10640.58265,0.31067386,69.47537546,1120.351379,0.934778768,159902.3436,3.2,2.661634554,860.858965,279.6136301
K13D,C100,4714.679029,0.513917342,74.33747878,1587.634433,0.802461313,233077.727,2.86,2.569986168,675.957648,424.7819806
K13D,C100,10413.28201,0.272914556,66.61735943,1515.074206,0.956572315,144978.4731,3.28,2.657007776,903.2046142,270.81884
K13D,C100,6840.883448,0.40728776,45.97211907,1738.485365,0.7591468,195837.2826,3.66,3.256405677,790.3881557,339.0703275
K13D,C100,7512.791568,0.394085809,42.5374989,1510.772696,0.814558099,191260.2039,3.48,3.064397211,794.8827423,331.2580141
K13D,C100,8144.308947,0.357816755,43.89587691,1147.003098,0.981971431,176179.7914,3.54,3.065379187,836.1859578,313.7755905
K13D,C100,9255.566848,0.356239732,53.81162731,1372.343802,0.81902478,177668.7443,3.32,2.85440789,827.2116555,307.3376732
K13D,C100,9578.656548,0.367486541,41.90464064,1621.077902,0.692351395,182781.5928,3.28,2.841104403,802.220362,306.9695738
K13D,C100,4374.546254,0.540451228,43.76813742,1397.381022,0.921455934,240189.397,3.54,3.271868059,644.0244934,427.95319
K13D,C100,6072.45427,0.507909702,49.43413515,1741.226768,0.728371477,235829.7851,3.42,3.124925333,695.8739539,395.4462995
XN-90,C100,9992.874898,0.32145959,59.76556213,1765.178762,0.757093029,154555.4354,3.28,2.700468888,895.696834,329.7852183
K13D,C100,7999.092898,0.429140679,89.07116686,1768.480285,0.945849023,207212.0419,3.28,2.895567259,796.5909316,350.9995954
K13D,C100,5532.307932,0.521920649,45.76333523,1061.551387,0.947310771,235093.8247,3.64,3.349336649,683.3315891,405.4798104
K13D,C100,7214.676959,0.481475108,53.5661586,1415.162478,0.883758969,225741.3135,3.48,3.154531077,734.7178207,377.1868178
K13D,C100,2595.639091,0.459673628,43.67004449,1043.34132,0.717074773,188574.7829,2.22,1.860957588,677.0634485,356.6958978
K13D,C100,6342.74346,0.492270292,45.29421211,1148.276326,0.681243003,226989.8879,3.74,3.430574472,702.3646583,382.0508579
K13D,C100,5208.509483,0.429945358,45.44201941,1055.033719,0.707802499,196608.3494,3.6,3.213476148,759.9381659,362.0557185
K13D,C100,6357.180171,0.604861555,66.15266702,1403.8742,0.634979964,277868.9261,3.46,3.237034551,619.5516999,433.8813036
K13D,C100,8736.839487,0.500674271,54.71313334,1241.643999,0.748152905,235100.294,3.66,3.359817253,705.7305219,371.2699139
K13D,C100,6512.657715,0.510480011,40.00497993,1398.307166,0.736227526,235944.6096,3.52,3.230304914,683.5199388,386.5433996
K13D,C100,6335.783662,0.624890751,43.57961493,1419.423911,0.700755085,285861.167,3.48,3.277818579,577.9581691,451.9274958
K13D,C100,7342.092126,0.444321128,70.49992297,1402.851613,0.684420288,211075.579,3.38,3.013158461,774.3129033,358.3413348
K13D,C100,9518.845052,0.380066253,70.60249967,1674.338278,0.612337313,188724.2026,3.36,2.929749296,811.98721,318.2546997
K13D,C100,9344.410335,0.419315739,41.31426736,1598.748939,0.750720773,203538.7542,3.38,3.004907232,763.4591464,339.1573971
K13D,C100,7384.665185,0.47566691,71.55753271,1650.1366,0.614416719,224579.7507,3.4,3.073247928,733.818989,377.9020114
K13D,C100,4082.025435,0.443314922,61.29278069,1199.286218,0.978490125,198030.326,3.04,2.669797053,733.1141021,392.9317368
K13D,C100,6346.337446,0.525470803,42.69225771,1461.911206,0.865673255,242498.3158,3.52,3.240155779,678.6175226,399.2309533
K13D,C100,8670.100206,0.465851311,88.60467598,1697.95903,0.938088722,223643.4778,3.58,3.239999681,760.3885384,351.5401484
K13D,C100,5720.777249,0.47902155,69.72938839,1686.113395,0.876496346,223072.3167,3.36,3.022166441,753.6131458,392.7801084
K13D,C100,4416.790494,0.462235746,40.71807542,1111.305372,0.749280847,205996.4474,3.94,3.596994179,706.579805,368.4299066
K13D,C100,5622.055979,0.386484662,41.41738799,1059.708246,0.830441377,181353.921,3.7,3.254040672,808.764728,337.0868659
K13D,C100,8090.39957,0.310859205,55.93135357,1783.175441,0.722021277,159446.7653,3.52,2.966331926,882.8058352,297.8084235
K13D,C100,5843.870859,0.71024003,68.86839806,1635.421259,0.909971433,325886.1753,0.22,0.058058109,527.7462336,527.7462336
K13D,C100,9367.470539,0.46740044,83.09523807,1535.743143,0.612737411,224228.2368,3.28,2.945171284,750.7805264,348.0446619
K13D,C100,9583.937943,0.334641754,45.02325679,1792.268747,0.644952,169316.6187,3.36,2.867985656,833.0620512,295.4319686
K13D,C100,1565.975445,0.372042592,90.76541825,1388.168346,0.888036173,146558.7044,0.92,0.549138412,543.5299381,368.2312421
K13D,C100,7021.117194,0.382831294,40.99836907,1129.819209,0.652966299,184061.6303,3.54,3.107126592,796.7538519,325.7663852
K13D,C100,6216.784068,0.451908302,65.28495345,1052.882622,0.859977926,208873.2476,3.34,2.97137318,769.9628096,372.6698089
XN-90,C100,9630.30019,0.262632841,79.90992347,1173.577833,0.721301298,137325.1623,3.3,2.610729589,946.5417099,312.5183979
HTA5131,C100,11172.86805,0.529229185,94.48827886,1446.6893,0.861607319,83228.46255,2.68,1.704328468,812.036416,762.9142691
K13D,C100,11994.67743,0.457497013,70.3086496,1437.855471,0.83586901,206964.4933,3.04,2.693377108,717.386312,323.7477176
K13D,C100,7956.272501,0.70287011,52.37058462,1092.900602,0.859964279,324327.9799,2.72,2.562529133,510.7220808,477.7980533
K13D,C100,4104.488287,0.409443122,92.48696371,1718.747649,0.715820035,189360.3395,2,1.686542277,593.5646092,386.3516959
C124,C124,11922.26611,1,56.29849474,1342.027003,0.768860422,122476.962,1.6,0.143565473,1783.796762,1683.512445
C124,C124,10070.03596,1,67.19641385,1544.664787,0.889648371,122496.2313,1.48,0.094047114,1697.740053,1697.740053
C124,C124,11854.03261,1,52.62936444,1602.290934,0.74979675,122556.1098,1.62,0.160591304,1788.594523,1639.762298
C124,C124,11618.60005,1,43.24477825,1192.090793,0.676890742,122525.8064,1.66,0.192323023,1798.283051,1564.998551
C124,C124,11945.94378,1,52.99442956,1628.976775,0.778371145,122596.3299,1.66,0.169784335,1826.949713,1685.068299
K13D,C100,5136.061326,0.468042356,43.20601399,1698.679038,0.713537532,215880.2475,3.58,3.25194316,708.2099172,380.7378114
K13D,C100,10958.08407,0.264561405,44.62427988,1441.071692,0.686735171,138753.926,3.3,2.662556029,884.478536,261.3215816
K13D,C100,10772.49849,0.448059222,95.17755947,1436.05347,0.960841738,217254.1548,3.22,2.871747454,756.5931244,340.1192781
K13D,C100,924.012673,0.394705233,63.83801615,1775.954017,0.909865325,137088.9931,1.6,1.122019296,655.258935,269.7492892
K13D,C100,8068.851559,0.392531738,76.93793645,1313.953595,0.865603515,190572.2004,3.34,2.910075386,819.3167962,332.9591444
C124,C124,11963.82413,1,57.87928324,1584.935922,0.916601923,122646.9268,1.62,0.155129709,1796.618394,1665.072106
C124,C124,11943.57214,1,75.67785806,1057.566625,0.891622066,122191.1335,1.6,0.12468053,1802.709583,1752.430374
C124,C124,11994.05123,1,51.00290623,1679.059114,0.967436105,122681.7807,1.72,0.201914452,1862.414382,1665.753859
C124,C124,11968.39203,1,78.84507329,1528.138371,0.683730037,122400.0904,1.5,0.093859939,1721.116707,1721.116707
C124,C124,8428.687991,1,52.66654035,1142.805648,0.687110933,121979.5734,1.42,0.116427773,1590.091841,1532.746532
C124,C124,9640.808671,1,59.64820376,1616.361194,0.847269667,122279.8855,1.54,0.119464168,1737.029589,1682.96314
C124,C124,11842.33681,1,91.65578522,1698.189603,0.739350332,122611.5759,1.6,0.112718446,1823.579352,1789.282814
C124,C124,11247.93406,1,63.82401711,1702.049855,0.70558149,122591.4931,1.48,0.096417297,1696.154694,1696.154694
C124,C124,11805.28464,1,73.64569613,1189.615029,0.941014469,122441.3835,1.62,0.129171816,1825.390654,1762.620855
C124,C124,10239.55025,1,42.99544217,1476.023832,0.888029261,122343.0006,1.62,0.185343511,1755.201797,1513.373307
C124,C124,6952.36916,1,56.53216588,1405.094185,0.620755792,121837.234,1.22,0.075881215,1393.962681,1393.962681
C124,C124,11081.58405,1,62.05260361,1743.700751,0.976277984,122365.6232,1.52,0.112357611,1722.470381,1686.408166
C124,C124,11547.13663,1,55.35371385,1658.151226,0.633928185,122657.0744,1.58,0.137703552,1769.078627,1667.301329
C124,C124,9309.775734,1,81.83059287,1367.503799,0.798424269,122241.5982,1.46,0.085055636,1680.753964,1680.753964
C124,C124,11493.7279,1,64.90131668,1697.971129,0.960248671,122551.8679,1.7,0.169518574,1875.633576,1734.077935
C124,C124,10463.10504,1,82.4765994,1417.674822,0.953723188,122371.5422,1.54,0.099471392,1762.797074,1762.797074
C124,C124,10890.32815,1,50.31089688,1672.811804,0.824680252,122685.6459,1.68,0.185114022,1834.010517,1613.960835
C124,C124,11681.6448,1,86.49291192,1013.226733,0.791324168,122461.7351,1.54,0.094753185,1769.874326,1769.874326
C124,C124,11164.22434,1,57.25377379,1146.315431,0.784090601,122405.6549,1.52,0.120565814,1712.986581,1659.34154
C124,C124,9901.260011,1,89.36874921,1539.532931,0.889972696,122450.6822,1.56,0.102042502,1785.278902,1785.278902
C124,C124,10598.16111,1,47.48936729,1159.94326,0.893737364,122095.1124,1.68,0.188288199,1821.3072,1586.810885
C124,C124,11996.64767,1,84.40999349,1119.573438,0.612648455,122498.8547,1.52,0.094148629,1746.651598,1746.651598
C124,C124,11760.54001,1,45.48467087,1360.497152,0.737946182,122319.261,1.7,0.202455732,1831.785083,1609.049018
C124,C124,11930.09028,1,80.17799914,1499.216961,0.694319206,122401.7039,1.58,0.114944642,1793.25272,1761.513273
C124,C124,8412.630837,1,82.47261957,1622.169611,0.834258935,122259.6203,1.38,0.072044317,1599.101652,1599.101652
C124,C124,11438.12506,1,67.79151793,1710.028997,0.62868532,122569.0558,1.52,0.104383761,1735.107459,1735.107459
C124,C124,11695.40714,1,75.06311737,1248.202308,0.797318611,122428.7224,1.6,0.122534977,1808.841552,1758.278673
C124,C124,11924.84289,1,73.10783034,1666.471042,0.87106307,122638.7912,1.68,0.164802175,1858.220297,1714.648078
C124,C124,11870.7977,1,77.30570842,1296.405473,0.941278923,122576.4025,1.6,0.123786595,1809.489285,1760.643217
C124,C124,11342.6624,1,48.12288409,1585.024245,0.912802067,122650.49,1.64,0.174335488,1797.644706,1614.336343
C124,C124,3794.098252,1,47.24380272,1455.353479,0.618973266,120943.0747,1.26,0.181675056,1304.159342,1039.662964
P120J,C124,6795.923631,0.611346648,67.55067926,1222.215814,0.624886036,299525.7318,1.46,1.129143809,990.9994266,640.0663306
P120J,C124,6951.141989,0.6314348,41.00173254,1251.986291,0.761925832,306512.6187,1.62,1.311258101,946.3328794,646.8545214
P120J,C124,6739.949422,0.644603487,51.71002389,1402.866863,0.869047511,310712.3175,1.58,1.276406809,943.3014381,660.1287886
T1000GB,C124,4388.273388,0.841854529,88.2983397,1453.626254,0.980554983,152330.7846,1,0.064562582,1424.959159,1424.959159
C124,C124,2258.858334,1,60.88977643,1733.808343,0.651484161,119632.6179,1.1,0.160898924,1123.471201,977.1181407
C124,C124,10881.0921,1,62.87709682,1554.597126,0.789570876,122427.1031,1.54,0.121411724,1736.736531,1683.252847
P120J,C124,7204.978481,0.627595859,76.02849275,1547.840663,0.795172792,306627.2458,1.6,1.270433195,1010.541618,641.1854186
P120J,C124,7552.274597,0.641994766,55.86881463,1222.069358,0.734156712,310648.2042,1.66,1.352040667,956.6701386,638.8949776
K13D,C100,3052.550372,0.727015156,67.91173731,1685.686276,0.893011987,314590.7326,0.28,0.090113289,597.3659938,597.3659938
P120J,C124,7904.010253,0.623704653,71.97808155,1167.283195,0.91930918,305029.202,1.54,1.212619125,998.6072695,626.8144857
C124,C124,7796.824277,1,82.33200464,1756.530158,0.818246837,122221.6054,1.4,0.076859929,1617.163036,1617.163036
K13D,C100,5547.45082,0.752095881,42.69242638,1061.017248,0.605106482,339063.6381,0.24,0.077790795,549.992432,549.992432
C124,C124,10063.10042,1,61.5618229,1317.548956,0.795465673,122286.6942,1.4,0.085162642,1607.871139,1607.871139
P120J,C124,8244.651624,0.627590606,60.13717552,1222.103646,0.931013944,306414.9927,1.64,1.321549121,975.781238,622.0097754
K13D,C100,11915.07814,0.33080327,52.26308186,1733.732044,0.819352426,139609.0744,3.3,2.706707442,828.2902491,267.067347
K13D,C100,6586.479944,0.71701597,97.70923704,1434.697578,0.636073834,329560.923,3.08,2.918090275,533.5911854,499.0509299
P120J,C124,9179.90001,0.598143513,63.16887804,1552.674465,0.902335038,298762.0651,1.52,1.180787197,1013.439175,599.5179415
K13D,C100,9406.753876,0.814585495,42.62170503,1680.81907,0.769619881,388114.4715,0.2,0.056719122,556.0938219,556.0938219
K13D,C100,2242.005686,0.880094982,98.55992508,1158.081822,0.943664202,370459.6715,0.28,0.064973064,796.5880816,796.5880816
